individual_id,ibs_remain,auprc
217,5.731165122981374e-07,0.9993214199755261
218,8.56970996380146e-08,0.9997227482804468
219,2.051518803002462e-08,0.999874387797102
220,0.035151814319502164,0.9141345787516306
221,0.007734765118061711,0.7713734787469707
222,0.0008012593411559139,0.8454758346274776
223,0.000809480991027929,0.9416854761817249
224,0.03781458816934115,0.8194768284194577
225,0.005431378851716505,0.776344596313858
226,0.0002718289538134229,0.7803919737873541
227,0.0010950900855168182,0.8721799125880032
228,0.0024033287342188872,0.9070056756216903
229,0.005354875181341302,0.8645569370794245
230,0.001162953871537863,0.8106060649263593
231,0.008364506430000697,0.7115254743759523
232,0.0003594075579882738,0.9652426020591668
233,0.00553868307417748,0.8969824716133162
234,0.0004948236732733114,0.9187313203937776
235,0.016106229919888766,0.6838040917128398
236,2.4793597347450914e-05,0.9864686331273145
237,0.0001622746670680188,0.9872590087126951
238,0.0052865746141788055,0.9345852331823608
239,0.0027902206317543007,0.7377483898198002
240,0.0032333531524046557,0.21596979888064693
241,0.0,0.7460810171962506
242,0.07919193453616606,0.5948737589768112
243,0.002414664004913193,0.594070566626167
244,0.0026775780253179443,0.6240316736216932
245,0.005874919329078208,0.769477477071769
246,0.0015896786392186665,0.53233795158848
247,0.000580582689424604,0.9265529247931038
248,0.008641666280080711,0.8724447678137535
249,0.0011596167560010313,0.8344322443800242
250,0.00895575435337581,0.7546070104083924
251,1.2508785783864161e-05,0.9951903401519839
252,3.542992419449796e-05,0.9937477695639406
253,0.024902793293333753,0.8816833735075428
254,0.002024440955765182,0.5978978056125342
255,0.002174730182150847,0.600278583794643
256,9.025539016133185e-05,0.9669482416927666
257,0.013208664263173471,0.806209390987753
258,0.0005997061889240669,0.8516887356260414
259,1.762838434879687e-05,0.9930293944832838
260,0.005867945515356845,0.9205625065492163
261,0.0027347581813132217,0.6691006171784558
262,0.006739085625150155,0.7753521473844761
263,0.0007584956622710894,0.768819435628191
264,0.0012599793225671469,0.9101185642569359
265,0.00896803476691479,0.8151557890064397
266,0.0015643217941761825,0.9234671083532038
267,0.000113494186601453,0.9821493040150993
268,1.8338957099477356e-05,0.9948665603962027
269,0.08606618305678837,0.7578757126964866
270,0.0,0.7196671551138842
271,9.594718298194372e-05,0.9666801411547447
272,0.005212899843517522,0.8646875140911388
273,0.0030552663170545146,0.10847872194509897
274,0.00032823488483648837,0.8189143353012428
275,0.0005840495847150484,0.9364395428848202
276,0.008736148455529745,0.8765591994287529
277,7.067744332752919e-05,0.7669647427393917
278,0.0009792598154415274,0.8428388455362523
279,0.0069574577552793055,0.7592949105988859
280,0.0008353148727969138,0.917780504695546
281,3.5325598955135605e-06,0.9966206841890096
282,1.839650600952179e-07,0.999606829593352
283,0.037815786373856006,0.8869148122389646
284,0.01724394787609848,0.7443267567473972
285,0.0006209335443974533,0.8623751392652106
286,0.03924263967585564,0.7580324822969411
287,0.0009663613811509202,0.8628027528269884
288,0.01763183951967666,0.6476621384885697
289,7.759632625384048e-05,0.7623834990457505
290,0.0014636327995928347,0.7431254488300122
291,0.03139336691445899,0.6908084508746464
292,0.10581132504806094,0.5796777893572043
293,0.08254442344239958,0.600360589747562
294,0.011954704515961402,0.7647806252304553
295,0.0012313951103211519,0.8389236365343367
296,0.008022803156736348,0.7725941733691869
297,0.006031534106853472,0.8557772706106285
298,0.0006092112242680936,0.7756178758335793
299,0.004141705635617066,0.7954673531696027
300,0.06734304253828433,0.616938811449334
301,0.0009863489077729434,0.8128088120035144
302,0.005952792070740563,0.698787312856535
